State,Year,Quater,Entity_Name,Entity_Type,Insurance_count,Insurance_amount
andaman-&-nicobar-islands,2020,2,nicobars,District,3,565.0
andaman-&-nicobar-islands,2020,2,south andaman,District,3,795.0
andaman-&-nicobar-islands,2020,2,744301,Pincode,3,565.0
andaman-&-nicobar-islands,2020,2,744104,Pincode,2,513.0
andaman-&-nicobar-islands,2020,2,744101,Pincode,1,282.0
andaman-&-nicobar-islands,2020,3,south andaman,District,35,13651.0
andaman-&-nicobar-islands,2020,3,nicobars,District,5,1448.0
andaman-&-nicobar-islands,2020,3,north and middle andaman,District,1,281.0
andaman-&-nicobar-islands,2020,3,744112,Pincode,9,3432.0
andaman-&-nicobar-islands,2020,3,744105,Pincode,7,3948.0
andaman-&-nicobar-islands,2020,3,744101,Pincode,5,2194.0
andaman-&-nicobar-islands,2020,3,744206,Pincode,4,1620.0
andaman-&-nicobar-islands,2020,3,744107,Pincode,3,1095.0
andaman-&-nicobar-islands,2020,3,744103,Pincode,3,947.0
andaman-&-nicobar-islands,2020,3,744302,Pincode,3,562.0
andaman-&-nicobar-islands,2020,3,744211,Pincode,2,101.0
andaman-&-nicobar-islands,2020,3,744301,Pincode,2,886.0
andaman-&-nicobar-islands,2020,3,744102,Pincode,2,314.0
andaman-&-nicobar-islands,2020,4,south andaman,District,109,137494.0
andaman-&-nicobar-islands,2020,4,north and middle andaman,District,13,17734.0
andaman-&-nicobar-islands,2020,4,nicobars,District,2,2747.0
andaman-&-nicobar-islands,2020,4,744105,Pincode,25,25659.0
andaman-&-nicobar-islands,2020,4,744101,Pincode,23,29686.0
andaman-&-nicobar-islands,2020,4,744103,Pincode,18,24904.0
andaman-&-nicobar-islands,2020,4,744102,Pincode,17,25073.0
andaman-&-nicobar-islands,2020,4,744112,Pincode,8,10459.0
andaman-&-nicobar-islands,2020,4,744106,Pincode,6,4840.0
andaman-&-nicobar-islands,2020,4,744204,Pincode,6,11659.0
andaman-&-nicobar-islands,2020,4,744104,Pincode,4,10271.0
andaman-&-nicobar-islands,2020,4,744206,Pincode,3,100.0
andaman-&-nicobar-islands,2020,4,744205,Pincode,3,5235.0
andaman-&-nicobar-islands,2021,1,south andaman,District,164,167044.0
andaman-&-nicobar-islands,2021,1,north and middle andaman,District,48,63978.0
andaman-&-nicobar-islands,2021,1,nicobars,District,13,13244.0
andaman-&-nicobar-islands,2021,1,744105,Pincode,47,53060.0
andaman-&-nicobar-islands,2021,1,744103,Pincode,35,39985.0
andaman-&-nicobar-islands,2021,1,744101,Pincode,33,24571.0
andaman-&-nicobar-islands,2021,1,744204,Pincode,25,29635.0
andaman-&-nicobar-islands,2021,1,744202,Pincode,12,17588.0
andaman-&-nicobar-islands,2021,1,744102,Pincode,12,14085.0
andaman-&-nicobar-islands,2021,1,744104,Pincode,9,7310.0
andaman-&-nicobar-islands,2021,1,744107,Pincode,8,9253.0
andaman-&-nicobar-islands,2021,1,744205,Pincode,7,11223.0
andaman-&-nicobar-islands,2021,1,744301,Pincode,7,6612.0
andaman-&-nicobar-islands,2021,2,south andaman,District,105,121104.0
andaman-&-nicobar-islands,2021,2,north and middle andaman,District,28,45311.0
andaman-&-nicobar-islands,2021,2,nicobars,District,4,15089.0
andaman-&-nicobar-islands,2021,2,744103,Pincode,36,33716.0
andaman-&-nicobar-islands,2021,2,744101,Pincode,17,19787.0
andaman-&-nicobar-islands,2021,2,744105,Pincode,15,17163.0
andaman-&-nicobar-islands,2021,2,744102,Pincode,13,10326.0
andaman-&-nicobar-islands,2021,2,744204,Pincode,10,10557.0
andaman-&-nicobar-islands,2021,2,744107,Pincode,8,11459.0
andaman-&-nicobar-islands,2021,2,744202,Pincode,6,9766.0
andaman-&-nicobar-islands,2021,2,744104,Pincode,6,8889.0
andaman-&-nicobar-islands,2021,2,744205,Pincode,6,12669.0
andaman-&-nicobar-islands,2021,2,744210,Pincode,4,9430.0
andaman-&-nicobar-islands,2021,3,south andaman,District,182,223699.0
andaman-&-nicobar-islands,2021,3,north and middle andaman,District,33,50997.0
andaman-&-nicobar-islands,2021,3,nicobars,District,15,30539.0
andaman-&-nicobar-islands,2021,3,744105,Pincode,70,82425.0
andaman-&-nicobar-islands,2021,3,744103,Pincode,44,53909.0
andaman-&-nicobar-islands,2021,3,744101,Pincode,26,29601.0
andaman-&-nicobar-islands,2021,3,744102,Pincode,14,20616.0
andaman-&-nicobar-islands,2021,3,744204,Pincode,13,20075.0
andaman-&-nicobar-islands,2021,3,744202,Pincode,11,18134.0
andaman-&-nicobar-islands,2021,3,744112,Pincode,11,14406.0
andaman-&-nicobar-islands,2021,3,744302,Pincode,8,7247.0
andaman-&-nicobar-islands,2021,3,744107,Pincode,6,6406.0
andaman-&-nicobar-islands,2021,3,744104,Pincode,6,2221.0
andaman-&-nicobar-islands,2021,4,south andaman,District,632,800758.0
andaman-&-nicobar-islands,2021,4,north and middle andaman,District,81,182061.0
andaman-&-nicobar-islands,2021,4,nicobars,District,44,73561.0
andaman-&-nicobar-islands,2021,4,744105,Pincode,194,232344.0
andaman-&-nicobar-islands,2021,4,744101,Pincode,159,211326.0
andaman-&-nicobar-islands,2021,4,744103,Pincode,133,168668.0
andaman-&-nicobar-islands,2021,4,744102,Pincode,66,68931.0
andaman-&-nicobar-islands,2021,4,744301,Pincode,32,53658.0
andaman-&-nicobar-islands,2021,4,744204,Pincode,31,102213.0
andaman-&-nicobar-islands,2021,4,744104,Pincode,24,31069.0
andaman-&-nicobar-islands,2021,4,744112,Pincode,22,38599.0
andaman-&-nicobar-islands,2021,4,744202,Pincode,21,23016.0
andaman-&-nicobar-islands,2021,4,744205,Pincode,13,30437.0
andaman-&-nicobar-islands,2022,1,south andaman,District,692,982206.0
andaman-&-nicobar-islands,2022,1,north and middle andaman,District,48,85229.0
andaman-&-nicobar-islands,2022,1,nicobars,District,28,63852.0
andaman-&-nicobar-islands,2022,1,744103,Pincode,174,226181.0
andaman-&-nicobar-islands,2022,1,744101,Pincode,149,204646.0
andaman-&-nicobar-islands,2022,1,744105,Pincode,137,218321.0
andaman-&-nicobar-islands,2022,1,744102,Pincode,102,147402.0
andaman-&-nicobar-islands,2022,1,744112,Pincode,36,39197.0
andaman-&-nicobar-islands,2022,1,744104,Pincode,33,35406.0
andaman-&-nicobar-islands,2022,1,744107,Pincode,28,36877.0
andaman-&-nicobar-islands,2022,1,744207,Pincode,19,50799.0
andaman-&-nicobar-islands,2022,1,744301,Pincode,16,33406.0
andaman-&-nicobar-islands,2022,1,744205,Pincode,15,29159.0
andaman-&-nicobar-islands,2022,2,south andaman,District,430,633029.0
andaman-&-nicobar-islands,2022,2,north and middle andaman,District,45,90403.0
andaman-&-nicobar-islands,2022,2,nicobars,District,26,56308.0
andaman-&-nicobar-islands,2022,2,744103,Pincode,97,156861.0
andaman-&-nicobar-islands,2022,2,744101,Pincode,87,121168.0
andaman-&-nicobar-islands,2022,2,744105,Pincode,78,137418.0
andaman-&-nicobar-islands,2022,2,744102,Pincode,62,58453.0
andaman-&-nicobar-islands,2022,2,744104,Pincode,26,32107.0
andaman-&-nicobar-islands,2022,2,744107,Pincode,22,52244.0
andaman-&-nicobar-islands,2022,2,744211,Pincode,19,25543.0
andaman-&-nicobar-islands,2022,2,744112,Pincode,18,24391.0
andaman-&-nicobar-islands,2022,2,744301,Pincode,14,28331.0
andaman-&-nicobar-islands,2022,2,744202,Pincode,13,20817.0
andaman-&-nicobar-islands,2022,3,south andaman,District,535,687813.0
andaman-&-nicobar-islands,2022,3,north and middle andaman,District,70,129013.0
andaman-&-nicobar-islands,2022,3,nicobars,District,38,85640.0
andaman-&-nicobar-islands,2022,3,744103,Pincode,151,198569.0
andaman-&-nicobar-islands,2022,3,744101,Pincode,119,151539.0
andaman-&-nicobar-islands,2022,3,744105,Pincode,101,106324.0
andaman-&-nicobar-islands,2022,3,744102,Pincode,76,102757.0
andaman-&-nicobar-islands,2022,3,744104,Pincode,31,35790.0
andaman-&-nicobar-islands,2022,3,744301,Pincode,27,67604.0
andaman-&-nicobar-islands,2022,3,744202,Pincode,27,53016.0
andaman-&-nicobar-islands,2022,3,744205,Pincode,17,34250.0
andaman-&-nicobar-islands,2022,3,744107,Pincode,16,29251.0
andaman-&-nicobar-islands,2022,3,744204,Pincode,11,17184.0
andaman-&-nicobar-islands,2022,4,south andaman,District,750,1114857.0
andaman-&-nicobar-islands,2022,4,north and middle andaman,District,112,224198.0
andaman-&-nicobar-islands,2022,4,nicobars,District,39,102155.0
andaman-&-nicobar-islands,2022,4,744103,Pincode,199,299036.0
andaman-&-nicobar-islands,2022,4,744105,Pincode,166,253344.0
andaman-&-nicobar-islands,2022,4,744101,Pincode,146,163498.0
andaman-&-nicobar-islands,2022,4,744102,Pincode,80,98862.0
andaman-&-nicobar-islands,2022,4,744202,Pincode,43,68397.0
andaman-&-nicobar-islands,2022,4,744107,Pincode,38,73829.0
andaman-&-nicobar-islands,2022,4,744104,Pincode,31,55827.0
andaman-&-nicobar-islands,2022,4,744205,Pincode,27,56611.0
andaman-&-nicobar-islands,2022,4,744211,Pincode,27,59500.0
andaman-&-nicobar-islands,2022,4,744112,Pincode,25,42024.0
andaman-&-nicobar-islands,2023,1,south andaman,District,872,1172083.0
andaman-&-nicobar-islands,2023,1,north and middle andaman,District,85,178969.0
andaman-&-nicobar-islands,2023,1,nicobars,District,47,88146.0
andaman-&-nicobar-islands,2023,1,744103,Pincode,236,286594.0
andaman-&-nicobar-islands,2023,1,744101,Pincode,206,233281.0
andaman-&-nicobar-islands,2023,1,744105,Pincode,164,256300.0
andaman-&-nicobar-islands,2023,1,744102,Pincode,117,134841.0
andaman-&-nicobar-islands,2023,1,744107,Pincode,30,54849.0
andaman-&-nicobar-islands,2023,1,744301,Pincode,30,58745.0
andaman-&-nicobar-islands,2023,1,744112,Pincode,29,49945.0
andaman-&-nicobar-islands,2023,1,744202,Pincode,29,64193.0
andaman-&-nicobar-islands,2023,1,744205,Pincode,27,40580.0
andaman-&-nicobar-islands,2023,1,744211,Pincode,24,29149.0
andaman-&-nicobar-islands,2023,2,south andaman,District,670,1060976.0
andaman-&-nicobar-islands,2023,2,north and middle andaman,District,56,109742.0
andaman-&-nicobar-islands,2023,2,nicobars,District,42,62677.0
andaman-&-nicobar-islands,2023,2,744103,Pincode,171,341853.0
andaman-&-nicobar-islands,2023,2,744105,Pincode,166,255069.0
andaman-&-nicobar-islands,2023,2,744101,Pincode,134,189989.0
andaman-&-nicobar-islands,2023,2,744102,Pincode,82,101875.0
andaman-&-nicobar-islands,2023,2,744104,Pincode,27,34345.0
andaman-&-nicobar-islands,2023,2,744301,Pincode,25,41299.0
andaman-&-nicobar-islands,2023,2,744207,Pincode,22,43459.0
andaman-&-nicobar-islands,2023,2,744112,Pincode,21,20427.0
andaman-&-nicobar-islands,2023,2,744107,Pincode,20,24693.0
andaman-&-nicobar-islands,2023,2,744205,Pincode,17,31404.0
andaman-&-nicobar-islands,2023,3,south andaman,District,682,1052324.0
andaman-&-nicobar-islands,2023,3,north and middle andaman,District,77,133536.0
andaman-&-nicobar-islands,2023,3,nicobars,District,36,65285.0
andaman-&-nicobar-islands,2023,3,744103,Pincode,191,306744.0
andaman-&-nicobar-islands,2023,3,744105,Pincode,147,212575.0
andaman-&-nicobar-islands,2023,3,744101,Pincode,143,213581.0
andaman-&-nicobar-islands,2023,3,744102,Pincode,100,120875.0
andaman-&-nicobar-islands,2023,3,744202,Pincode,35,60750.0
andaman-&-nicobar-islands,2023,3,744104,Pincode,30,50544.0
andaman-&-nicobar-islands,2023,3,744112,Pincode,26,46075.0
andaman-&-nicobar-islands,2023,3,744301,Pincode,18,34636.0
andaman-&-nicobar-islands,2023,3,744205,Pincode,16,25131.0
andaman-&-nicobar-islands,2023,3,744302,Pincode,16,24369.0
andaman-&-nicobar-islands,2023,4,south andaman,District,1006,1504528.0
andaman-&-nicobar-islands,2023,4,north and middle andaman,District,95,156995.0
andaman-&-nicobar-islands,2023,4,nicobars,District,44,96298.0
andaman-&-nicobar-islands,2023,4,744103,Pincode,268,415144.0
andaman-&-nicobar-islands,2023,4,744105,Pincode,214,372312.0
andaman-&-nicobar-islands,2023,4,744101,Pincode,181,241849.0
andaman-&-nicobar-islands,2023,4,744102,Pincode,121,161224.0
andaman-&-nicobar-islands,2023,4,744104,Pincode,64,80581.0
andaman-&-nicobar-islands,2023,4,744112,Pincode,50,50671.0
andaman-&-nicobar-islands,2023,4,744107,Pincode,42,71047.0
andaman-&-nicobar-islands,2023,4,744202,Pincode,36,60749.0
andaman-&-nicobar-islands,2023,4,744301,Pincode,24,52732.0
andaman-&-nicobar-islands,2023,4,744205,Pincode,23,38962.0
andaman-&-nicobar-islands,2024,1,south andaman,District,1190,1657627.0
andaman-&-nicobar-islands,2024,1,north and middle andaman,District,125,229226.0
andaman-&-nicobar-islands,2024,1,nicobars,District,56,77703.0
andaman-&-nicobar-islands,2024,1,744103,Pincode,302,456306.0
andaman-&-nicobar-islands,2024,1,744105,Pincode,249,331342.0
andaman-&-nicobar-islands,2024,1,744101,Pincode,223,287339.0
andaman-&-nicobar-islands,2024,1,744102,Pincode,141,182213.0
andaman-&-nicobar-islands,2024,1,744202,Pincode,59,110482.0
andaman-&-nicobar-islands,2024,1,744104,Pincode,59,84757.0
andaman-&-nicobar-islands,2024,1,744112,Pincode,52,62867.0
andaman-&-nicobar-islands,2024,1,744107,Pincode,52,73449.0
andaman-&-nicobar-islands,2024,1,744207,Pincode,40,62007.0
andaman-&-nicobar-islands,2024,1,744205,Pincode,28,38204.0
andaman-&-nicobar-islands,2024,2,south andaman,District,974,1513489.0
andaman-&-nicobar-islands,2024,2,north and middle andaman,District,74,164686.0
andaman-&-nicobar-islands,2024,2,nicobars,District,49,66519.0
andaman-&-nicobar-islands,2024,2,744103,Pincode,285,438830.0
andaman-&-nicobar-islands,2024,2,744105,Pincode,199,276393.0
andaman-&-nicobar-islands,2024,2,744101,Pincode,157,251503.0
andaman-&-nicobar-islands,2024,2,744102,Pincode,133,203605.0
andaman-&-nicobar-islands,2024,2,744112,Pincode,49,77583.0
andaman-&-nicobar-islands,2024,2,744104,Pincode,49,91213.0
andaman-&-nicobar-islands,2024,2,744107,Pincode,34,52311.0
andaman-&-nicobar-islands,2024,2,744202,Pincode,28,41210.0
andaman-&-nicobar-islands,2024,2,744211,Pincode,28,43685.0
andaman-&-nicobar-islands,2024,2,744302,Pincode,27,37685.0
andaman-&-nicobar-islands,2024,3,south andaman,District,1044,1530179.0
andaman-&-nicobar-islands,2024,3,north and middle andaman,District,95,151791.0
andaman-&-nicobar-islands,2024,3,nicobar,District,51,68638.0
andaman-&-nicobar-islands,2024,3,nicobars,District,1,2192.0
andaman-&-nicobar-islands,2024,3,744103,Pincode,359,554559.0
andaman-&-nicobar-islands,2024,3,744102,Pincode,196,248439.0
andaman-&-nicobar-islands,2024,3,744105,Pincode,151,221959.0
andaman-&-nicobar-islands,2024,3,744104,Pincode,95,128652.0
andaman-&-nicobar-islands,2024,3,744101,Pincode,92,145811.0
andaman-&-nicobar-islands,2024,3,744106,Pincode,54,84623.0
andaman-&-nicobar-islands,2024,3,744202,Pincode,45,67769.0
andaman-&-nicobar-islands,2024,3,744207,Pincode,25,27399.0
andaman-&-nicobar-islands,2024,3,744302,Pincode,24,28210.0
andaman-&-nicobar-islands,2024,3,744301,Pincode,20,28067.0
andaman-&-nicobar-islands,2024,4,south andaman,District,1085,1670015.0
andaman-&-nicobar-islands,2024,4,north and middle andaman,District,131,219770.0
andaman-&-nicobar-islands,2024,4,nicobar,District,77,136595.0
andaman-&-nicobar-islands,2024,4,744103,Pincode,369,521509.0
andaman-&-nicobar-islands,2024,4,744102,Pincode,165,228528.0
andaman-&-nicobar-islands,2024,4,744105,Pincode,161,268432.0
andaman-&-nicobar-islands,2024,4,744104,Pincode,129,250205.0
andaman-&-nicobar-islands,2024,4,744101,Pincode,90,117544.0
andaman-&-nicobar-islands,2024,4,744202,Pincode,65,107445.0
andaman-&-nicobar-islands,2024,4,744106,Pincode,53,90277.0
andaman-&-nicobar-islands,2024,4,744301,Pincode,50,86256.0
andaman-&-nicobar-islands,2024,4,744107,Pincode,26,55695.0
andaman-&-nicobar-islands,2024,4,744204,Pincode,24,45960.0
andhra-pradesh,2020,2,visakhapatnam,District,3504,614212.0
andhra-pradesh,2020,2,anantapur,District,2739,485777.0
andhra-pradesh,2020,2,krishna,District,2698,475539.0
andhra-pradesh,2020,2,chittoor,District,2228,395099.0
andhra-pradesh,2020,2,ysr,District,1978,343002.0
andhra-pradesh,2020,2,guntur,District,1938,344326.0
andhra-pradesh,2020,2,east godavari,District,1913,352220.0
andhra-pradesh,2020,2,west godavari,District,1074,202289.0
andhra-pradesh,2020,2,spsr nellore,District,931,176423.0
andhra-pradesh,2020,2,vizianagaram,District,893,166029.0
andhra-pradesh,2020,2,515001,Pincode,540,86088.0
andhra-pradesh,2020,2,515004,Pincode,437,71761.0
andhra-pradesh,2020,2,516360,Pincode,339,55455.0
andhra-pradesh,2020,2,516001,Pincode,322,50705.0
andhra-pradesh,2020,2,533005,Pincode,301,46454.0
andhra-pradesh,2020,2,517002,Pincode,279,43236.0
andhra-pradesh,2020,2,530016,Pincode,262,41153.0
andhra-pradesh,2020,2,517501,Pincode,259,43013.0
andhra-pradesh,2020,2,533103,Pincode,258,43311.0
andhra-pradesh,2020,2,515671,Pincode,250,43610.0
andhra-pradesh,2020,3,visakhapatnam,District,7906,1892376.0
andhra-pradesh,2020,3,spsr nellore,District,5509,1259159.0
andhra-pradesh,2020,3,krishna,District,4519,1093882.0
andhra-pradesh,2020,3,chittoor,District,4422,1178762.0
andhra-pradesh,2020,3,guntur,District,4230,1083584.0
andhra-pradesh,2020,3,east godavari,District,3783,970549.0
andhra-pradesh,2020,3,kurnool,District,3493,841970.0
andhra-pradesh,2020,3,ysr,District,3397,847519.0
andhra-pradesh,2020,3,vizianagaram,District,2999,691281.0
andhra-pradesh,2020,3,anantapur,District,2911,764850.0
andhra-pradesh,2020,3,535003,Pincode,968,195870.0
andhra-pradesh,2020,3,524004,Pincode,795,165322.0
andhra-pradesh,2020,3,517501,Pincode,777,172113.0
andhra-pradesh,2020,3,517507,Pincode,776,201732.0
andhra-pradesh,2020,3,516001,Pincode,746,161284.0
andhra-pradesh,2020,3,524002,Pincode,663,143659.0
andhra-pradesh,2020,3,530016,Pincode,661,156016.0
andhra-pradesh,2020,3,524003,Pincode,608,128862.0
andhra-pradesh,2020,3,520010,Pincode,542,116222.0
andhra-pradesh,2020,3,516360,Pincode,532,135236.0
andhra-pradesh,2020,4,visakhapatnam,District,3464,2203761.0
andhra-pradesh,2020,4,guntur,District,2570,1620649.0
andhra-pradesh,2020,4,krishna,District,2311,1222782.0
andhra-pradesh,2020,4,east godavari,District,1965,1355741.0
andhra-pradesh,2020,4,chittoor,District,1727,1168506.0
andhra-pradesh,2020,4,anantapur,District,1534,794053.0
andhra-pradesh,2020,4,west godavari,District,1390,906282.0
andhra-pradesh,2020,4,spsr nellore,District,1348,810758.0
andhra-pradesh,2020,4,prakasam,District,1190,572976.0
andhra-pradesh,2020,4,ysr,District,1165,631876.0
andhra-pradesh,2020,4,515001,Pincode,292,120291.0
andhra-pradesh,2020,4,516001,Pincode,260,110284.0
andhra-pradesh,2020,4,517501,Pincode,234,139080.0
andhra-pradesh,2020,4,530016,Pincode,233,101891.0
andhra-pradesh,2020,4,517507,Pincode,228,123376.0
andhra-pradesh,2020,4,530026,Pincode,215,132499.0
andhra-pradesh,2020,4,524002,Pincode,211,99952.0
andhra-pradesh,2020,4,522004,Pincode,201,102846.0
andhra-pradesh,2020,4,522001,Pincode,196,110129.0
andhra-pradesh,2020,4,522003,Pincode,181,79955.0
andhra-pradesh,2021,1,visakhapatnam,District,4006,2403199.0
andhra-pradesh,2021,1,krishna,District,2722,1699716.0
andhra-pradesh,2021,1,guntur,District,2412,1398326.0
andhra-pradesh,2021,1,east godavari,District,1937,1065604.0
andhra-pradesh,2021,1,chittoor,District,1629,1058050.0
andhra-pradesh,2021,1,west godavari,District,1460,850251.0
andhra-pradesh,2021,1,spsr nellore,District,1323,714947.0
andhra-pradesh,2021,1,kurnool,District,1270,508161.0
andhra-pradesh,2021,1,ysr,District,1265,729565.0
andhra-pradesh,2021,1,anantapur,District,1264,621128.0
andhra-pradesh,2021,1,530016,Pincode,287,144342.0
andhra-pradesh,2021,1,516001,Pincode,258,130242.0
andhra-pradesh,2021,1,530026,Pincode,250,114038.0
andhra-pradesh,2021,1,517501,Pincode,249,105904.0
andhra-pradesh,2021,1,520010,Pincode,224,135466.0
andhra-pradesh,2021,1,517507,Pincode,215,169433.0
andhra-pradesh,2021,1,522001,Pincode,210,85999.0
andhra-pradesh,2021,1,520012,Pincode,178,127092.0
andhra-pradesh,2021,1,524002,Pincode,178,100699.0
andhra-pradesh,2021,1,520011,Pincode,177,70827.0
andhra-pradesh,2021,2,prakasam,District,5308,2719134.0
andhra-pradesh,2021,2,visakhapatnam,District,4655,3497573.0
andhra-pradesh,2021,2,west godavari,District,4170,2327122.0
andhra-pradesh,2021,2,krishna,District,3451,2494257.0
andhra-pradesh,2021,2,guntur,District,2967,2201793.0
andhra-pradesh,2021,2,chittoor,District,2392,1839579.0
andhra-pradesh,2021,2,east godavari,District,2343,1695121.0
andhra-pradesh,2021,2,spsr nellore,District,1817,1245872.0
andhra-pradesh,2021,2,anantapur,District,1631,1284850.0
andhra-pradesh,2021,2,kurnool,District,1410,941389.0
andhra-pradesh,2021,2,523002,Pincode,1409,631953.0
andhra-pradesh,2021,2,523001,Pincode,537,293906.0
andhra-pradesh,2021,2,517501,Pincode,374,208258.0
andhra-pradesh,2021,2,517507,Pincode,347,265432.0
andhra-pradesh,2021,2,530016,Pincode,323,204624.0
andhra-pradesh,2021,2,534002,Pincode,293,124158.0
andhra-pradesh,2021,2,534006,Pincode,284,112884.0
andhra-pradesh,2021,2,515001,Pincode,271,168382.0
andhra-pradesh,2021,2,516001,Pincode,268,144765.0
andhra-pradesh,2021,2,524002,Pincode,262,130466.0
andhra-pradesh,2021,3,visakhapatnam,District,4044,3191769.0
andhra-pradesh,2021,3,krishna,District,3258,2722279.0
andhra-pradesh,2021,3,guntur,District,2519,2102143.0
andhra-pradesh,2021,3,east godavari,District,2248,2073825.0
andhra-pradesh,2021,3,chittoor,District,1991,1995617.0
andhra-pradesh,2021,3,spsr nellore,District,1486,1161025.0
andhra-pradesh,2021,3,west godavari,District,1452,1216098.0
andhra-pradesh,2021,3,anantapur,District,1329,1311735.0
andhra-pradesh,2021,3,ysr,District,1137,1033282.0
andhra-pradesh,2021,3,prakasam,District,1050,877683.0
andhra-pradesh,2021,3,520010,Pincode,299,246736.0
andhra-pradesh,2021,3,520011,Pincode,283,194552.0
andhra-pradesh,2021,3,517507,Pincode,282,246665.0
andhra-pradesh,2021,3,516001,Pincode,281,218927.0
andhra-pradesh,2021,3,517501,Pincode,281,190890.0
andhra-pradesh,2021,3,530026,Pincode,276,201084.0
andhra-pradesh,2021,3,520001,Pincode,252,185104.0
andhra-pradesh,2021,3,530016,Pincode,247,181981.0
andhra-pradesh,2021,3,520007,Pincode,234,183730.0
andhra-pradesh,2021,3,524004,Pincode,230,154696.0
andhra-pradesh,2021,4,visakhapatnam,District,4176,5425896.0
andhra-pradesh,2021,4,krishna,District,3029,3841028.0
andhra-pradesh,2021,4,guntur,District,2709,3214794.0
andhra-pradesh,2021,4,east godavari,District,2532,3543718.0
andhra-pradesh,2021,4,chittoor,District,2444,3100521.0
andhra-pradesh,2021,4,spsr nellore,District,2369,2345876.0
andhra-pradesh,2021,4,ysr,District,1449,1479933.0
andhra-pradesh,2021,4,anantapur,District,1322,2101400.0
andhra-pradesh,2021,4,west godavari,District,1262,1853561.0
andhra-pradesh,2021,4,prakasam,District,1181,1328774.0
andhra-pradesh,2021,4,524004,Pincode,568,468698.0
andhra-pradesh,2021,4,524002,Pincode,373,385590.0
andhra-pradesh,2021,4,517501,Pincode,372,394057.0
andhra-pradesh,2021,4,517507,Pincode,365,376592.0
andhra-pradesh,2021,4,516001,Pincode,301,298417.0
andhra-pradesh,2021,4,530016,Pincode,293,386711.0
andhra-pradesh,2021,4,520010,Pincode,254,242094.0
andhra-pradesh,2021,4,522001,Pincode,249,252587.0
andhra-pradesh,2021,4,530026,Pincode,238,269565.0
andhra-pradesh,2021,4,520011,Pincode,235,238426.0
andhra-pradesh,2022,1,visakhapatnam,District,5196,6953446.0
andhra-pradesh,2022,1,krishna,District,3914,5279784.0
andhra-pradesh,2022,1,east godavari,District,3605,5199664.0
andhra-pradesh,2022,1,chittoor,District,2887,4304499.0
andhra-pradesh,2022,1,guntur,District,2748,3988284.0
andhra-pradesh,2022,1,west godavari,District,1991,3109555.0
andhra-pradesh,2022,1,spsr nellore,District,1878,2608475.0
andhra-pradesh,2022,1,prakasam,District,1797,2181402.0
andhra-pradesh,2022,1,anantapur,District,1551,2556602.0
andhra-pradesh,2022,1,ysr,District,1439,2086496.0
andhra-pradesh,2022,1,523001,Pincode,501,553651.0
andhra-pradesh,2022,1,523002,Pincode,418,422786.0
andhra-pradesh,2022,1,524004,Pincode,365,352581.0
andhra-pradesh,2022,1,517507,Pincode,361,617403.0
andhra-pradesh,2022,1,517501,Pincode,352,477461.0
andhra-pradesh,2022,1,530016,Pincode,349,394098.0
andhra-pradesh,2022,1,516001,Pincode,346,403725.0
andhra-pradesh,2022,1,530026,Pincode,307,312518.0
andhra-pradesh,2022,1,520010,Pincode,297,370767.0
andhra-pradesh,2022,1,520007,Pincode,294,413180.0
andhra-pradesh,2022,2,visakhapatnam,District,5851,7046107.0
andhra-pradesh,2022,2,krishna,District,4578,5733009.0
andhra-pradesh,2022,2,guntur,District,3115,3979873.0
andhra-pradesh,2022,2,east godavari,District,3103,3899091.0
andhra-pradesh,2022,2,chittoor,District,2836,4207850.0
andhra-pradesh,2022,2,west godavari,District,2141,2903957.0
andhra-pradesh,2022,2,spsr nellore,District,2063,2686947.0
andhra-pradesh,2022,2,prakasam,District,1962,2331922.0
andhra-pradesh,2022,2,anantapur,District,1794,2729962.0
andhra-pradesh,2022,2,ysr,District,1418,1920103.0
andhra-pradesh,2022,2,520010,Pincode,394,411471.0
andhra-pradesh,2022,2,530016,Pincode,379,457895.0
andhra-pradesh,2022,2,517507,Pincode,376,510705.0
andhra-pradesh,2022,2,517501,Pincode,363,390709.0
andhra-pradesh,2022,2,520011,Pincode,359,347013.0
andhra-pradesh,2022,2,524002,Pincode,347,400810.0
andhra-pradesh,2022,2,516001,Pincode,344,354936.0
andhra-pradesh,2022,2,523001,Pincode,336,298809.0
andhra-pradesh,2022,2,523002,Pincode,318,410402.0
andhra-pradesh,2022,2,520007,Pincode,306,355690.0
andhra-pradesh,2022,3,visakhapatnam,District,6720,7779967.0
andhra-pradesh,2022,3,krishna,District,5529,6149431.0
andhra-pradesh,2022,3,guntur,District,4431,5271211.0
andhra-pradesh,2022,3,east godavari,District,4355,5505134.0
andhra-pradesh,2022,3,chittoor,District,3729,5145111.0
andhra-pradesh,2022,3,spsr nellore,District,2593,3257610.0
andhra-pradesh,2022,3,west godavari,District,2314,3113617.0
andhra-pradesh,2022,3,prakasam,District,2137,2552054.0
andhra-pradesh,2022,3,anantapur,District,1934,2719786.0
andhra-pradesh,2022,3,ysr,District,1892,2559169.0
andhra-pradesh,2022,3,524002,Pincode,485,506293.0
andhra-pradesh,2022,3,517507,Pincode,478,633331.0
andhra-pradesh,2022,3,517501,Pincode,477,602653.0
andhra-pradesh,2022,3,520010,Pincode,463,496114.0
andhra-pradesh,2022,3,520011,Pincode,444,463855.0
andhra-pradesh,2022,3,516001,Pincode,443,510288.0
