State,Year,Quater,Entity_Name,Entity_Type,User_count
haryana,2019,1,rewari,State,207051
haryana,2019,1,sonipat,State,199593
haryana,2019,1,panipat,State,181548
haryana,2019,1,karnal,State,177042
haryana,2019,1,rohtak,State,147392
haryana,2019,1,sirsa,State,146936
haryana,2019,1,palwal,State,141953
haryana,2019,2,gurugram,State,1307319
haryana,2019,2,faridabad,State,716593
haryana,2019,2,hisar,State,277720
haryana,2019,2,rewari,State,238349
haryana,2019,2,sonipat,State,230883
haryana,2019,2,panipat,State,208172
haryana,2019,2,karnal,State,204255
haryana,2019,2,rohtak,State,169372
haryana,2019,2,palwal,State,165665
haryana,2019,2,sirsa,State,163468
haryana,2019,3,gurugram,State,1447473
haryana,2019,3,faridabad,State,792884
haryana,2019,3,hisar,State,308179
haryana,2019,3,rewari,State,266893
haryana,2019,3,sonipat,State,261554
haryana,2019,3,panipat,State,235346
haryana,2019,3,karnal,State,230603
haryana,2019,3,rohtak,State,190137
haryana,2019,3,palwal,State,188217
haryana,2019,3,jhajjar,State,185095
haryana,2019,4,gurugram,State,1574240
haryana,2019,4,faridabad,State,862595
haryana,2019,4,hisar,State,339753
haryana,2019,4,rewari,State,294161
haryana,2019,4,sonipat,State,291479
haryana,2019,4,panipat,State,262435
haryana,2019,4,karnal,State,255280
haryana,2019,4,rohtak,State,209750
haryana,2019,4,palwal,State,209434
haryana,2019,4,jhajjar,State,206377
haryana,2020,1,gurugram,State,1700505
haryana,2020,1,faridabad,State,935992
haryana,2020,1,hisar,State,382469
haryana,2020,1,sonipat,State,325111
haryana,2020,1,rewari,State,323001
haryana,2020,1,panipat,State,293916
haryana,2020,1,karnal,State,283270
haryana,2020,1,palwal,State,233542
haryana,2020,1,rohtak,State,231317
haryana,2020,1,jhajjar,State,230059
haryana,2020,2,gurugram,State,1809777
haryana,2020,2,faridabad,State,1010271
haryana,2020,2,hisar,State,417164
haryana,2020,2,sonipat,State,362890
haryana,2020,2,rewari,State,354024
haryana,2020,2,panipat,State,324833
haryana,2020,2,karnal,State,313828
haryana,2020,2,palwal,State,259528
haryana,2020,2,jhajjar,State,256581
haryana,2020,2,rohtak,State,254647
haryana,2020,3,gurugram,State,1949331
haryana,2020,3,faridabad,State,1094570
haryana,2020,3,hisar,State,453910
haryana,2020,3,sonipat,State,402001
haryana,2020,3,rewari,State,388025
haryana,2020,3,panipat,State,357830
haryana,2020,3,karnal,State,344289
haryana,2020,3,palwal,State,285223
haryana,2020,3,jhajjar,State,284852
haryana,2020,3,rohtak,State,280325
haryana,2020,4,gurugram,State,2104240
haryana,2020,4,faridabad,State,1182635
haryana,2020,4,hisar,State,490971
haryana,2020,4,sonipat,State,441088
haryana,2020,4,rewari,State,421106
haryana,2020,4,panipat,State,391952
haryana,2020,4,karnal,State,374733
haryana,2020,4,jhajjar,State,313144
haryana,2020,4,palwal,State,310698
haryana,2020,4,rohtak,State,305922
haryana,2021,1,gurugram,State,2262589
haryana,2021,1,faridabad,State,1272506
haryana,2021,1,hisar,State,526528
haryana,2021,1,sonipat,State,475192
haryana,2021,1,rewari,State,453500
haryana,2021,1,panipat,State,423131
haryana,2021,1,karnal,State,402850
haryana,2021,1,jhajjar,State,337303
haryana,2021,1,palwal,State,335048
haryana,2021,1,rohtak,State,329147
haryana,2021,2,gurugram,State,2416391
haryana,2021,2,faridabad,State,1360855
haryana,2021,2,hisar,State,564047
haryana,2021,2,sonipat,State,510058
haryana,2021,2,rewari,State,485784
haryana,2021,2,panipat,State,454218
haryana,2021,2,karnal,State,432042
haryana,2021,2,jhajjar,State,362160
haryana,2021,2,palwal,State,359544
haryana,2021,2,rohtak,State,353305
haryana,2021,3,gurugram,State,2589324
haryana,2021,3,faridabad,State,1459758
haryana,2021,3,hisar,State,606513
haryana,2021,3,sonipat,State,549613
haryana,2021,3,rewari,State,522734
haryana,2021,3,panipat,State,489226
haryana,2021,3,karnal,State,464990
haryana,2021,3,jhajjar,State,390612
haryana,2021,3,palwal,State,387557
haryana,2021,3,rohtak,State,380370
haryana,2021,4,gurugram,State,2764490
haryana,2021,4,faridabad,State,1559756
haryana,2021,4,hisar,State,648827
haryana,2021,4,sonipat,State,588700
haryana,2021,4,rewari,State,559494
haryana,2021,4,panipat,State,523678
haryana,2021,4,karnal,State,497166
haryana,2021,4,jhajjar,State,418950
haryana,2021,4,palwal,State,415495
haryana,2021,4,rohtak,State,407245
haryana,2022,1,gurugram,State,2929873
haryana,2022,1,faridabad,State,1654074
haryana,2022,1,hisar,State,689980
haryana,2022,1,sonipat,State,626016
haryana,2022,1,rewari,State,595001
haryana,2022,1,panipat,State,556104
haryana,2022,1,karnal,State,527415
haryana,2022,1,jhajjar,State,445888
haryana,2022,1,palwal,State,441872
haryana,2022,1,rohtak,State,432623
haryana,2022,2,gurugram,State,3088176
haryana,2022,2,faridabad,State,1743764
haryana,2022,2,hisar,State,727942
haryana,2022,2,sonipat,State,661278
haryana,2022,2,rewari,State,628614
haryana,2022,2,panipat,State,587006
haryana,2022,2,karnal,State,555939
haryana,2022,2,jhajjar,State,471357
haryana,2022,2,palwal,State,466861
haryana,2022,2,rohtak,State,456537
haryana,2022,3,gurugram,State,3251792
haryana,2022,3,faridabad,State,1837594
haryana,2022,3,hisar,State,766206
haryana,2022,3,sonipat,State,697349
haryana,2022,3,rewari,State,663418
haryana,2022,3,panipat,State,618937
haryana,2022,3,karnal,State,584928
haryana,2022,3,jhajjar,State,497580
haryana,2022,3,palwal,State,492837
haryana,2022,3,rohtak,State,481082
haryana,2022,4,gurugram,State,3416098
haryana,2022,4,faridabad,State,1930743
haryana,2022,4,hisar,State,801156
haryana,2022,4,sonipat,State,731324
haryana,2022,4,rewari,State,696113
haryana,2022,4,panipat,State,649292
haryana,2022,4,karnal,State,611868
haryana,2022,4,jhajjar,State,521692
haryana,2022,4,palwal,State,516553
haryana,2022,4,rohtak,State,504058
haryana,2023,1,gurugram,State,3572322
haryana,2023,1,faridabad,State,2018956
haryana,2023,1,hisar,State,846309
haryana,2023,1,sonipat,State,764865
haryana,2023,1,rewari,State,728428
haryana,2023,1,panipat,State,679052
haryana,2023,1,karnal,State,638547
haryana,2023,1,jhajjar,State,545862
haryana,2023,1,palwal,State,540064
haryana,2023,1,rohtak,State,527046
haryana,2023,2,gurugram,State,3707352
haryana,2023,2,faridabad,State,2097648
haryana,2023,2,hisar,State,879031
haryana,2023,2,sonipat,State,796213
haryana,2023,2,rewari,State,757958
haryana,2023,2,panipat,State,706703
haryana,2023,2,karnal,State,664313
haryana,2023,2,jhajjar,State,568479
haryana,2023,2,palwal,State,562608
haryana,2023,2,rohtak,State,547825
haryana,2023,3,gurugram,State,3846607
haryana,2023,3,faridabad,State,2177737
haryana,2023,3,hisar,State,913340
haryana,2023,3,sonipat,State,828230
haryana,2023,3,rewari,State,788131
haryana,2023,3,panipat,State,735266
haryana,2023,3,karnal,State,690422
haryana,2023,3,jhajjar,State,591881
haryana,2023,3,palwal,State,585232
haryana,2023,3,rohtak,State,570001
haryana,2023,4,gurugram,State,3980597
haryana,2023,4,faridabad,State,2254787
haryana,2023,4,hisar,State,945044
haryana,2023,4,sonipat,State,857752
haryana,2023,4,rewari,State,817197
haryana,2023,4,panipat,State,761069
haryana,2023,4,karnal,State,714314
haryana,2023,4,jhajjar,State,613796
haryana,2023,4,palwal,State,606281
haryana,2023,4,rohtak,State,589438
haryana,2024,1,gurugram,State,4134124
haryana,2024,1,faridabad,State,2342026
haryana,2024,1,hisar,State,981843
haryana,2024,1,sonipat,State,892110
haryana,2024,1,rewari,State,850468
haryana,2024,1,panipat,State,791258
haryana,2024,1,karnal,State,741880
haryana,2024,1,jhajjar,State,638613
haryana,2024,1,palwal,State,630556
haryana,2024,1,rohtak,State,612619
haryana,2024,2,gurugram,State,4289099
haryana,2024,2,faridabad,State,2432061
haryana,2024,2,hisar,State,1017200
haryana,2024,2,sonipat,State,925604
haryana,2024,2,rewari,State,882152
haryana,2024,2,panipat,State,820766
haryana,2024,2,karnal,State,769577
haryana,2024,2,jhajjar,State,662778
haryana,2024,2,palwal,State,654617
haryana,2024,2,rohtak,State,635272
haryana,2024,3,gurugram,State,4264705
haryana,2024,3,faridabad,State,2263356
haryana,2024,3,sonipat,State,1056983
haryana,2024,3,hisar,State,926328
haryana,2024,3,panipat,State,885898
haryana,2024,3,rewari,State,817240
haryana,2024,3,karnal,State,740449
haryana,2024,3,jhajjar,State,726930
haryana,2024,3,nuh,State,657942
haryana,2024,3,palwal,State,643422
haryana,2024,4,gurugram,State,4394202
haryana,2024,4,faridabad,State,2323097
haryana,2024,4,sonipat,State,1085801
haryana,2024,4,hisar,State,952421
haryana,2024,4,panipat,State,910441
haryana,2024,4,rewari,State,838890
haryana,2024,4,karnal,State,763389
haryana,2024,4,jhajjar,State,746192
haryana,2024,4,nuh,State,675794
haryana,2024,4,palwal,State,661233
himachal-pradesh,2018,1,solan,State,50035
himachal-pradesh,2018,1,kangra,State,39016
himachal-pradesh,2018,1,shimla,State,28214
himachal-pradesh,2018,1,mandi,State,26238
himachal-pradesh,2018,1,sirmaur,State,15880
himachal-pradesh,2018,1,hamirpur,State,15614
himachal-pradesh,2018,1,kullu,State,15318
himachal-pradesh,2018,1,una,State,13234
himachal-pradesh,2018,1,bilaspur,State,11975
himachal-pradesh,2018,1,chamba,State,8678
himachal-pradesh,2018,2,solan,State,68950
himachal-pradesh,2018,2,kangra,State,54828
himachal-pradesh,2018,2,shimla,State,38590
himachal-pradesh,2018,2,mandi,State,36126
himachal-pradesh,2018,2,sirmaur,State,22379
himachal-pradesh,2018,2,hamirpur,State,21374
himachal-pradesh,2018,2,kullu,State,21077
himachal-pradesh,2018,2,una,State,18691
himachal-pradesh,2018,2,bilaspur,State,16531
himachal-pradesh,2018,2,chamba,State,12259
himachal-pradesh,2018,3,solan,State,88724
himachal-pradesh,2018,3,kangra,State,71494
himachal-pradesh,2018,3,shimla,State,49820
himachal-pradesh,2018,3,mandi,State,45876
himachal-pradesh,2018,3,sirmaur,State,28959
himachal-pradesh,2018,3,hamirpur,State,27915
himachal-pradesh,2018,3,kullu,State,26840
himachal-pradesh,2018,3,una,State,24952
himachal-pradesh,2018,3,bilaspur,State,21030
himachal-pradesh,2018,3,chamba,State,16157
himachal-pradesh,2018,4,solan,State,113278
himachal-pradesh,2018,4,kangra,State,92887
himachal-pradesh,2018,4,shimla,State,64640
himachal-pradesh,2018,4,mandi,State,58526
himachal-pradesh,2018,4,sirmaur,State,38194
himachal-pradesh,2018,4,hamirpur,State,35979
himachal-pradesh,2018,4,kullu,State,34719
himachal-pradesh,2018,4,una,State,32451
himachal-pradesh,2018,4,bilaspur,State,26517
himachal-pradesh,2018,4,chamba,State,21538
himachal-pradesh,2019,1,solan,State,139300
himachal-pradesh,2019,1,kangra,State,115120
himachal-pradesh,2019,1,shimla,State,80651
himachal-pradesh,2019,1,mandi,State,72963
himachal-pradesh,2019,1,sirmaur,State,47638
himachal-pradesh,2019,1,hamirpur,State,44206
himachal-pradesh,2019,1,kullu,State,43436
himachal-pradesh,2019,1,una,State,40315
himachal-pradesh,2019,1,bilaspur,State,32537
himachal-pradesh,2019,1,chamba,State,27481
himachal-pradesh,2019,2,solan,State,159989
himachal-pradesh,2019,2,kangra,State,139517
himachal-pradesh,2019,2,shimla,State,96928
himachal-pradesh,2019,2,mandi,State,86701
himachal-pradesh,2019,2,sirmaur,State,55409
himachal-pradesh,2019,2,kullu,State,51977
himachal-pradesh,2019,2,hamirpur,State,51669
himachal-pradesh,2019,2,una,State,47644
himachal-pradesh,2019,2,bilaspur,State,38131
himachal-pradesh,2019,2,chamba,State,33377
himachal-pradesh,2019,3,solan,State,178922
himachal-pradesh,2019,3,kangra,State,160161
himachal-pradesh,2019,3,shimla,State,110575
himachal-pradesh,2019,3,mandi,State,98589
himachal-pradesh,2019,3,sirmaur,State,62048
himachal-pradesh,2019,3,kullu,State,59192
himachal-pradesh,2019,3,hamirpur,State,58950
himachal-pradesh,2019,3,una,State,54164
himachal-pradesh,2019,3,bilaspur,State,43115
himachal-pradesh,2019,3,chamba,State,37974
himachal-pradesh,2019,4,solan,State,198962
himachal-pradesh,2019,4,kangra,State,181133
himachal-pradesh,2019,4,shimla,State,124960
himachal-pradesh,2019,4,mandi,State,111017
himachal-pradesh,2019,4,sirmaur,State,69583
himachal-pradesh,2019,4,kullu,State,66640
himachal-pradesh,2019,4,hamirpur,State,66179
himachal-pradesh,2019,4,una,State,61055
himachal-pradesh,2019,4,bilaspur,State,48453
himachal-pradesh,2019,4,chamba,State,43715
himachal-pradesh,2020,1,solan,State,220293
himachal-pradesh,2020,1,kangra,State,205367
himachal-pradesh,2020,1,shimla,State,139890
himachal-pradesh,2020,1,mandi,State,124971
himachal-pradesh,2020,1,sirmaur,State,77972
himachal-pradesh,2020,1,kullu,State,74668
himachal-pradesh,2020,1,hamirpur,State,73945
himachal-pradesh,2020,1,una,State,68564
himachal-pradesh,2020,1,bilaspur,State,54024
himachal-pradesh,2020,1,chamba,State,50169
himachal-pradesh,2020,2,solan,State,243732
himachal-pradesh,2020,2,kangra,State,235773
himachal-pradesh,2020,2,shimla,State,156539
himachal-pradesh,2020,2,mandi,State,142668
himachal-pradesh,2020,2,sirmaur,State,88117
himachal-pradesh,2020,2,hamirpur,State,84216
himachal-pradesh,2020,2,kullu,State,82616
himachal-pradesh,2020,2,una,State,78363
himachal-pradesh,2020,2,bilaspur,State,61050
himachal-pradesh,2020,2,chamba,State,58362
himachal-pradesh,2020,3,solan,State,265701
himachal-pradesh,2020,3,kangra,State,261293
himachal-pradesh,2020,3,shimla,State,172418
himachal-pradesh,2020,3,mandi,State,158237
himachal-pradesh,2020,3,sirmaur,State,97464
himachal-pradesh,2020,3,hamirpur,State,93465
himachal-pradesh,2020,3,kullu,State,90699
himachal-pradesh,2020,3,una,State,86177
himachal-pradesh,2020,3,bilaspur,State,67233
himachal-pradesh,2020,3,chamba,State,65214
himachal-pradesh,2020,4,solan,State,289889
himachal-pradesh,2020,4,kangra,State,285210
himachal-pradesh,2020,4,shimla,State,189005
himachal-pradesh,2020,4,mandi,State,173403
himachal-pradesh,2020,4,sirmaur,State,107144
himachal-pradesh,2020,4,hamirpur,State,101825
himachal-pradesh,2020,4,kullu,State,99814
himachal-pradesh,2020,4,una,State,93778
himachal-pradesh,2020,4,bilaspur,State,73296
himachal-pradesh,2020,4,chamba,State,72124
himachal-pradesh,2021,1,solan,State,312360
himachal-pradesh,2021,1,kangra,State,306531
himachal-pradesh,2021,1,shimla,State,202911
himachal-pradesh,2021,1,mandi,State,186340
himachal-pradesh,2021,1,sirmaur,State,115705
himachal-pradesh,2021,1,hamirpur,State,109372
himachal-pradesh,2021,1,kullu,State,107536
himachal-pradesh,2021,1,una,State,100832
himachal-pradesh,2021,1,bilaspur,State,78663
himachal-pradesh,2021,1,chamba,State,77599
himachal-pradesh,2021,2,solan,State,334716
himachal-pradesh,2021,2,kangra,State,329232
himachal-pradesh,2021,2,shimla,State,218068
himachal-pradesh,2021,2,mandi,State,200277
himachal-pradesh,2021,2,sirmaur,State,124764
himachal-pradesh,2021,2,hamirpur,State,117381
himachal-pradesh,2021,2,kullu,State,115278
himachal-pradesh,2021,2,una,State,108338
himachal-pradesh,2021,2,bilaspur,State,84508
himachal-pradesh,2021,2,chamba,State,83542
himachal-pradesh,2021,3,solan,State,360324
himachal-pradesh,2021,3,kangra,State,355274
himachal-pradesh,2021,3,shimla,State,235163
himachal-pradesh,2021,3,mandi,State,216188
himachal-pradesh,2021,3,sirmaur,State,134870
himachal-pradesh,2021,3,hamirpur,State,126753
himachal-pradesh,2021,3,kullu,State,124078
himachal-pradesh,2021,3,una,State,116973
himachal-pradesh,2021,3,bilaspur,State,91291
himachal-pradesh,2021,3,chamba,State,90344
himachal-pradesh,2021,4,solan,State,385901
himachal-pradesh,2021,4,kangra,State,380492
himachal-pradesh,2021,4,shimla,State,251745
himachal-pradesh,2021,4,mandi,State,231360
himachal-pradesh,2021,4,sirmaur,State,144716
himachal-pradesh,2021,4,hamirpur,State,135670
himachal-pradesh,2021,4,kullu,State,132702
himachal-pradesh,2021,4,una,State,125192
himachal-pradesh,2021,4,bilaspur,State,97687
himachal-pradesh,2021,4,chamba,State,96745
himachal-pradesh,2022,1,solan,State,410487
himachal-pradesh,2022,1,kangra,State,405048
himachal-pradesh,2022,1,shimla,State,267642
himachal-pradesh,2022,1,mandi,State,246307
himachal-pradesh,2022,1,sirmaur,State,154267
himachal-pradesh,2022,1,hamirpur,State,144434
himachal-pradesh,2022,1,kullu,State,141024
himachal-pradesh,2022,1,una,State,133249
himachal-pradesh,2022,1,bilaspur,State,104121
himachal-pradesh,2022,1,chamba,State,103270
himachal-pradesh,2022,2,solan,State,433753
himachal-pradesh,2022,2,kangra,State,427676
himachal-pradesh,2022,2,shimla,State,282560
himachal-pradesh,2022,2,mandi,State,260233
himachal-pradesh,2022,2,sirmaur,State,163150
himachal-pradesh,2022,2,hamirpur,State,152759
himachal-pradesh,2022,2,kullu,State,148844
himachal-pradesh,2022,2,una,State,140791
himachal-pradesh,2022,2,bilaspur,State,110019
himachal-pradesh,2022,2,chamba,State,109087
himachal-pradesh,2022,3,solan,State,457393
himachal-pradesh,2022,3,kangra,State,449619
himachal-pradesh,2022,3,shimla,State,296508
himachal-pradesh,2022,3,mandi,State,273475
himachal-pradesh,2022,3,sirmaur,State,171743
himachal-pradesh,2022,3,hamirpur,State,160759
himachal-pradesh,2022,3,kullu,State,156387
himachal-pradesh,2022,3,una,State,148148
himachal-pradesh,2022,3,bilaspur,State,115654
himachal-pradesh,2022,3,chamba,State,114576
himachal-pradesh,2022,4,solan,State,479537
himachal-pradesh,2022,4,kangra,State,468410
himachal-pradesh,2022,4,shimla,State,308448
himachal-pradesh,2022,4,mandi,State,284425
himachal-pradesh,2022,4,sirmaur,State,179223
himachal-pradesh,2022,4,hamirpur,State,167686
himachal-pradesh,2022,4,kullu,State,162922
himachal-pradesh,2022,4,una,State,154314
himachal-pradesh,2022,4,bilaspur,State,120345
himachal-pradesh,2022,4,chamba,State,118985
himachal-pradesh,2023,1,solan,State,501947
himachal-pradesh,2023,1,kangra,State,489369
himachal-pradesh,2023,1,shimla,State,322036
himachal-pradesh,2023,1,mandi,State,296936
himachal-pradesh,2023,1,sirmaur,State,187417
himachal-pradesh,2023,1,hamirpur,State,175074
himachal-pradesh,2023,1,kullu,State,170048
himachal-pradesh,2023,1,una,State,161122
himachal-pradesh,2023,1,bilaspur,State,125771
himachal-pradesh,2023,1,chamba,State,124457
himachal-pradesh,2023,2,solan,State,523060
himachal-pradesh,2023,2,kangra,State,510261
himachal-pradesh,2023,2,shimla,State,335735
himachal-pradesh,2023,2,mandi,State,310048
himachal-pradesh,2023,2,sirmaur,State,195687
himachal-pradesh,2023,2,hamirpur,State,182553
himachal-pradesh,2023,2,kullu,State,177077
himachal-pradesh,2023,2,una,State,168253
himachal-pradesh,2023,2,bilaspur,State,131239
himachal-pradesh,2023,2,chamba,State,130138
himachal-pradesh,2023,3,solan,State,544140
himachal-pradesh,2023,3,kangra,State,530786
himachal-pradesh,2023,3,shimla,State,348966
himachal-pradesh,2023,3,mandi,State,322502
himachal-pradesh,2023,3,sirmaur,State,203991
himachal-pradesh,2023,3,hamirpur,State,189913
himachal-pradesh,2023,3,kullu,State,184280
himachal-pradesh,2023,3,una,State,175125
himachal-pradesh,2023,3,bilaspur,State,136648
himachal-pradesh,2023,3,chamba,State,135482
himachal-pradesh,2023,4,solan,State,565485
himachal-pradesh,2023,4,kangra,State,551176
himachal-pradesh,2023,4,shimla,State,362109
himachal-pradesh,2023,4,mandi,State,335088
himachal-pradesh,2023,4,sirmaur,State,212088
himachal-pradesh,2023,4,hamirpur,State,197499
himachal-pradesh,2023,4,kullu,State,191029
himachal-pradesh,2023,4,una,State,181977
himachal-pradesh,2023,4,bilaspur,State,141779
himachal-pradesh,2023,4,chamba,State,140790
himachal-pradesh,2024,1,solan,State,589300
himachal-pradesh,2024,1,kangra,State,574721
himachal-pradesh,2024,1,shimla,State,377256
himachal-pradesh,2024,1,mandi,State,349578
himachal-pradesh,2024,1,sirmaur,State,221437
himachal-pradesh,2024,1,hamirpur,State,205849
himachal-pradesh,2024,1,kullu,State,199263
himachal-pradesh,2024,1,una,State,189642
himachal-pradesh,2024,1,bilaspur,State,147931
himachal-pradesh,2024,1,chamba,State,147121
himachal-pradesh,2024,2,solan,State,612920
himachal-pradesh,2024,2,kangra,State,597874
himachal-pradesh,2024,2,shimla,State,392141
himachal-pradesh,2024,2,mandi,State,363743
himachal-pradesh,2024,2,sirmaur,State,230449
himachal-pradesh,2024,2,hamirpur,State,214263
himachal-pradesh,2024,2,kullu,State,207106
himachal-pradesh,2024,2,una,State,197369
himachal-pradesh,2024,2,bilaspur,State,153876
himachal-pradesh,2024,2,chamba,State,153070
himachal-pradesh,2024,3,solan,State,582468
himachal-pradesh,2024,3,kangra,State,546858
himachal-pradesh,2024,3,shimla,State,362688
himachal-pradesh,2024,3,mandi,State,313795
himachal-pradesh,2024,3,sirmaur,State,232011
himachal-pradesh,2024,3,kullu,State,201527
himachal-pradesh,2024,3,una,State,186586
himachal-pradesh,2024,3,hamirpur,State,185301
himachal-pradesh,2024,3,chamba,State,150902
himachal-pradesh,2024,3,bilaspur,State,134086
himachal-pradesh,2024,4,solan,State,598261
himachal-pradesh,2024,4,kangra,State,563650
himachal-pradesh,2024,4,shimla,State,373118
himachal-pradesh,2024,4,mandi,State,323407
himachal-pradesh,2024,4,sirmaur,State,239204
himachal-pradesh,2024,4,kullu,State,207921
himachal-pradesh,2024,4,una,State,192487
himachal-pradesh,2024,4,hamirpur,State,191173
himachal-pradesh,2024,4,chamba,State,155985
himachal-pradesh,2024,4,bilaspur,State,137989
jammu-&-kashmir,2018,1,jammu,State,45294
jammu-&-kashmir,2018,1,srinagar,State,18233
jammu-&-kashmir,2018,1,baramulla,State,16299
jammu-&-kashmir,2018,1,budgam,State,11594
jammu-&-kashmir,2018,1,anantnag,State,11556
jammu-&-kashmir,2018,1,udhampur,State,8457
jammu-&-kashmir,2018,1,pulwama,State,8441
jammu-&-kashmir,2018,1,kathua,State,8039
jammu-&-kashmir,2018,1,kupwara,State,7254
jammu-&-kashmir,2018,1,samba,State,6534
jammu-&-kashmir,2018,2,jammu,State,64681
jammu-&-kashmir,2018,2,srinagar,State,27035
jammu-&-kashmir,2018,2,baramulla,State,25870
jammu-&-kashmir,2018,2,budgam,State,17809
jammu-&-kashmir,2018,2,anantnag,State,16373
jammu-&-kashmir,2018,2,pulwama,State,12218
jammu-&-kashmir,2018,2,udhampur,State,12195
jammu-&-kashmir,2018,2,kathua,State,11778
jammu-&-kashmir,2018,2,kupwara,State,11482
jammu-&-kashmir,2018,2,samba,State,9601
jammu-&-kashmir,2018,3,jammu,State,86877
jammu-&-kashmir,2018,3,srinagar,State,35583
jammu-&-kashmir,2018,3,baramulla,State,31069
jammu-&-kashmir,2018,3,budgam,State,22301
jammu-&-kashmir,2018,3,anantnag,State,20234
jammu-&-kashmir,2018,3,udhampur,State,16058
jammu-&-kashmir,2018,3,kathua,State,15849
jammu-&-kashmir,2018,3,kupwara,State,15754
jammu-&-kashmir,2018,3,pulwama,State,15427
jammu-&-kashmir,2018,3,samba,State,13304
jammu-&-kashmir,2018,4,jammu,State,113005
jammu-&-kashmir,2018,4,srinagar,State,44328
jammu-&-kashmir,2018,4,baramulla,State,37661
jammu-&-kashmir,2018,4,budgam,State,27710
jammu-&-kashmir,2018,4,anantnag,State,24448
jammu-&-kashmir,2018,4,udhampur,State,21123
jammu-&-kashmir,2018,4,kathua,State,21030
jammu-&-kashmir,2018,4,kupwara,State,20492
jammu-&-kashmir,2018,4,pulwama,State,18846
jammu-&-kashmir,2018,4,samba,State,17595
jammu-&-kashmir,2019,1,jammu,State,134408
jammu-&-kashmir,2019,1,srinagar,State,52762
jammu-&-kashmir,2019,1,baramulla,State,45150
jammu-&-kashmir,2019,1,budgam,State,34255
jammu-&-kashmir,2019,1,anantnag,State,30103
jammu-&-kashmir,2019,1,kathua,State,25620
jammu-&-kashmir,2019,1,kupwara,State,25544
jammu-&-kashmir,2019,1,udhampur,State,25515
jammu-&-kashmir,2019,1,pulwama,State,23230
jammu-&-kashmir,2019,1,samba,State,21495
jammu-&-kashmir,2019,2,jammu,State,160241
jammu-&-kashmir,2019,2,srinagar,State,62190
jammu-&-kashmir,2019,2,baramulla,State,53196
jammu-&-kashmir,2019,2,budgam,State,39965
jammu-&-kashmir,2019,2,anantnag,State,35488
jammu-&-kashmir,2019,2,kupwara,State,30791
jammu-&-kashmir,2019,2,kathua,State,30602
jammu-&-kashmir,2019,2,udhampur,State,29856
jammu-&-kashmir,2019,2,pulwama,State,27167
jammu-&-kashmir,2019,2,samba,State,25990
jammu-&-kashmir,2019,3,jammu,State,169849
jammu-&-kashmir,2019,3,srinagar,State,64758
jammu-&-kashmir,2019,3,baramulla,State,54404
jammu-&-kashmir,2019,3,budgam,State,41004
jammu-&-kashmir,2019,3,anantnag,State,36371
jammu-&-kashmir,2019,3,kupwara,State,32431
jammu-&-kashmir,2019,3,kathua,State,32213
jammu-&-kashmir,2019,3,udhampur,State,31297
jammu-&-kashmir,2019,3,pulwama,State,27963
jammu-&-kashmir,2019,3,samba,State,27579
jammu-&-kashmir,2019,4,jammu,State,174858
jammu-&-kashmir,2019,4,srinagar,State,65611
jammu-&-kashmir,2019,4,baramulla,State,55042
jammu-&-kashmir,2019,4,budgam,State,41377
jammu-&-kashmir,2019,4,anantnag,State,36725
jammu-&-kashmir,2019,4,kathua,State,33481
jammu-&-kashmir,2019,4,kupwara,State,33279
jammu-&-kashmir,2019,4,udhampur,State,32252
jammu-&-kashmir,2019,4,pulwama,State,28336
jammu-&-kashmir,2019,4,samba,State,28333
jammu-&-kashmir,2020,1,jammu,State,191031
jammu-&-kashmir,2020,1,srinagar,State,70755
jammu-&-kashmir,2020,1,baramulla,State,59123
jammu-&-kashmir,2020,1,budgam,State,44636
jammu-&-kashmir,2020,1,anantnag,State,39513
jammu-&-kashmir,2020,1,kathua,State,37300
jammu-&-kashmir,2020,1,kupwara,State,36690
jammu-&-kashmir,2020,1,udhampur,State,35408
jammu-&-kashmir,2020,1,samba,State,31570
jammu-&-kashmir,2020,1,pulwama,State,30796
jammu-&-kashmir,2020,2,jammu,State,220805
jammu-&-kashmir,2020,2,srinagar,State,78458
jammu-&-kashmir,2020,2,baramulla,State,66095
jammu-&-kashmir,2020,2,budgam,State,49962
jammu-&-kashmir,2020,2,kathua,State,44719
jammu-&-kashmir,2020,2,anantnag,State,44423
jammu-&-kashmir,2020,2,kupwara,State,41855
jammu-&-kashmir,2020,2,udhampur,State,41813
jammu-&-kashmir,2020,2,samba,State,37600
jammu-&-kashmir,2020,2,pulwama,State,34565
jammu-&-kashmir,2020,3,jammu,State,248814
jammu-&-kashmir,2020,3,srinagar,State,87182
jammu-&-kashmir,2020,3,baramulla,State,73162
jammu-&-kashmir,2020,3,budgam,State,55153
jammu-&-kashmir,2020,3,kathua,State,50914
jammu-&-kashmir,2020,3,anantnag,State,49443
jammu-&-kashmir,2020,3,udhampur,State,47399
jammu-&-kashmir,2020,3,kupwara,State,47288
jammu-&-kashmir,2020,3,samba,State,42915
jammu-&-kashmir,2020,3,pulwama,State,38434
jammu-&-kashmir,2020,4,jammu,State,282463
jammu-&-kashmir,2020,4,srinagar,State,98923
jammu-&-kashmir,2020,4,baramulla,State,83119
jammu-&-kashmir,2020,4,budgam,State,62364
jammu-&-kashmir,2020,4,kathua,State,57651
jammu-&-kashmir,2020,4,anantnag,State,56211
jammu-&-kashmir,2020,4,kupwara,State,54447
